Entry	Entry name	Protein names	Domain [FT]
A6NNY8	UBP27_HUMAN	Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (Ubiquitin carboxyl-terminal hydrolase 22-like) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27) (X-linked ubiquitin carboxyl-terminal hydrolase 27)	DOMAIN 78..421;  /note="USP"
Q70EK8	UBP53_HUMAN	Inactive ubiquitin carboxyl-terminal hydrolase 53 (Inactive ubiquitin-specific peptidase 53)	DOMAIN 30..351;  /note="USP"
Q86UV5	UBP48_HUMAN	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific peptidase 48) (Ubiquitin-specific protease 48) (Ubiquitin-specific-processing protease 48)	DOMAIN 89..421;  /note="USP"; DOMAIN 460..554;  /note="DUSP 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00613"; DOMAIN 569..691;  /note="DUSP 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00613"; DOMAIN 711..824;  /note="DUSP 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00613"; DOMAIN 929..1009;  /note="Ubiquitin-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00214"
Q8N7P7	YH007_HUMAN	Uncharacterized protein FLJ40521	
Q6P3V2	Z585A_HUMAN	Zinc finger protein 585A	DOMAIN 27..97;  /note="KRAB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q6N043	Z280D_HUMAN	Zinc finger protein 280D (Suppressor of hairy wing homolog 4) (Zinc finger protein 634)	
Q9BTP6	ZBED2_HUMAN	Zinc finger BED domain-containing protein 2	
P86452	ZBED6_HUMAN	Zinc finger BED domain-containing protein 6	
Q14CS0	UBX2B_HUMAN	UBX domain-containing protein 2B (NSFL1 cofactor p37) (p97 cofactor p37)	DOMAIN 141..206;  /note="SEP";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00732"; DOMAIN 252..329;  /note="UBX";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00215"
O96006	ZBED1_HUMAN	Zinc finger BED domain-containing protein 1 (Putative Ac-like transposable element) (dREF homolog)	
A2A288	ZC12D_HUMAN	Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34)	
Q53FD0	ZC21C_HUMAN	Zinc finger C2HC domain-containing protein 1C	
Q2T9J0	TYSD1_HUMAN	Peroxisomal leader peptide-processing protease (EC 3.4.21.-) (Trypsin domain-containing protein 1) [Cleaved into: Peroxisomal leader peptide-processing protease, 15 kDa form; Peroxisomal leader peptide-processing protease, 45 kDa form]	
Q8IZN3	ZDH14_HUMAN	Probable palmitoyltransferase ZDHHC14 (EC 2.3.1.225) (NEW1 domain-containing protein) (NEW1CP) (Zinc finger DHHC domain-containing protein 14) (DHHC-14)	DOMAIN 165..215;  /note="DHHC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00067"
P04818	TYSY_HUMAN	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	
Q5W0Z9	ZDH20_HUMAN	Palmitoyltransferase ZDHHC20 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 20) (DHHC-20)	DOMAIN 126..176;  /note="DHHC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00067"
Q92558	WASF1_HUMAN	Wiskott-Aldrich syndrome protein family member 1 (WASP family protein member 1) (Protein WAVE-1) (Verprolin homology domain-containing protein 1)	DOMAIN 497..514;  /note="WH2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00406"
Q6ICG8	WBP2L_HUMAN	Postacrosomal sheath WW domain-binding protein (WW domain-binding protein 2-like)	DOMAIN 45..87;  /note="GRAM"
Q8IX01	SUGP2_HUMAN	SURP and G-patch domain-containing protein 2 (Arginine/serine-rich-splicing factor 14) (Splicing factor, arginine/serine-rich 14)	DOMAIN 1011..1057;  /note="G-patch";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00092"
P35625	TIMP3_HUMAN	Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	DOMAIN 24..143;  /note="NTR";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00295"
Q96CP7	TLCD1_HUMAN	TLC domain-containing protein 1 (Calfacilitin)	DOMAIN 40..234;  /note="TLC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00205"
Q9Y5J9	TIM8B_HUMAN	Mitochondrial import inner membrane translocase subunit Tim8 B (DDP-like protein) (Deafness dystonia protein 2)	
Q8NHU6	TDRD7_HUMAN	Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap)	DOMAIN 3..76;  /note="HTH OST-type 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00975"; DOMAIN 233..302;  /note="HTH OST-type 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00975"; DOMAIN 337..406;  /note="HTH OST-type 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00975"; DOMAIN 513..570;  /note="Tudor 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00211"; DOMAIN 703..760;  /note="Tudor 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00211"
A8MWL7	TM14D_HUMAN	Transmembrane protein 14DP	
Q9NPI0	TM138_HUMAN	Transmembrane protein 138	
Q7Z5S9	TM144_HUMAN	Transmembrane protein 144	
P68036	UB2L3_HUMAN	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)	
A6NHS1	YK042_HUMAN	Putative uncharacterized protein ENSP00000347057	
P0CI00	Z705B_HUMAN	Putative zinc finger protein 705B	DOMAIN 7..78;  /note="KRAB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q9UHD9	UBQL2_HUMAN	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	DOMAIN 33..107;  /note="Ubiquitin-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00214"; DOMAIN 178..206;  /note="STI1 1";  /evidence="ECO:0000255"; DOMAIN 208..247;  /note="STI1 2";  /evidence="ECO:0000255"; DOMAIN 379..426;  /note="STI1 3";  /evidence="ECO:0000255"; DOMAIN 430..462;  /note="STI1 4";  /evidence="ECO:0000255"; DOMAIN 581..621;  /note="UBA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"
Q8NHM4	TRY6_HUMAN	Putative trypsin-6 (EC 3.4.21.4) (Serine protease 3 pseudogene 2) (Trypsinogen C)	DOMAIN 24..244;  /note="Peptidase S1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00274"
Q14119	VEZF1_HUMAN	Vascular endothelial zinc finger 1 (Putative transcription factor DB1) (Zinc finger protein 161)	
Q8TAF3	WDR48_HUMAN	WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80)	
O43379	WDR62_HUMAN	WD repeat-containing protein 62	
Q96FK6	WDR89_HUMAN	WD repeat-containing protein 89	
Q8IWA0	WDR75_HUMAN	WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog)	
Q13360	ZN177_HUMAN	Zinc finger protein 177	DOMAIN 14..84;  /note="KRAB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q9NW82	WDR70_HUMAN	WD repeat-containing protein 70	
Q9BRX9	WDR83_HUMAN	WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)	
B1ANS9	WDR64_HUMAN	WD repeat-containing protein 64	
Q96JL9	ZN333_HUMAN	Zinc finger protein 333	DOMAIN 4..74;  /note="KRAB 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"; DOMAIN 203..274;  /note="KRAB 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q8N9F8	ZN454_HUMAN	Zinc finger protein 454	DOMAIN 14..84;  /note="KRAB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q96JC4	ZN479_HUMAN	Zinc finger protein 479 (Zinc finger protein Kr19) (HKr19)	DOMAIN 16..87;  /note="KRAB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q8TF20	ZN721_HUMAN	Zinc finger protein 721	
P30536	TSPO_HUMAN	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	
Q9Y6M5	ZNT1_HUMAN	Zinc transporter 1 (ZnT-1) (Solute carrier family 30 member 1)	
Q8N184	ZN567_HUMAN	Zinc finger protein 567	DOMAIN 6..77;  /note="KRAB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"
Q6UXI7	VITRN_HUMAN	Vitrin	DOMAIN 40..133;  /note="LCCL";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00123"; DOMAIN 293..478;  /note="VWFA 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 495..668;  /note="VWFA 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"
Q6SA08	TSSK4_HUMAN	Testis-specific serine/threonine-protein kinase 4 (TSK-4) (TSSK-4) (Testis-specific kinase 4) (EC 2.7.11.1) (Serine/threonine-protein kinase 22E)	DOMAIN 25..293;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
O43309	ZSC12_HUMAN	Zinc finger and SCAN domain-containing protein 12 (Zinc finger protein 305) (Zinc finger protein 96)	DOMAIN 46..128;  /note="SCAN box";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00187"
P33981	TTK_HUMAN	Dual specificity protein kinase TTK (EC 2.7.12.1) (Phosphotyrosine picked threonine-protein kinase) (PYT)	DOMAIN 525..791;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P02766	TTHY_HUMAN	Transthyretin (ATTR) (Prealbumin) (TBPA)	
Q7Z5L0	VMO1_HUMAN	Vitelline membrane outer layer protein 1 homolog	
Q15904	VAS1_HUMAN	V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein XAP-3) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1)	
O95497	VNN1_HUMAN	Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Tiff66) (Vascular non-inflammatory molecule 1) (Vanin-1)	DOMAIN 39..306;  /note="CN hydrolase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00054"
O75436	VP26A_HUMAN	Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A) (hVPS26)	
P27352	IF_HUMAN	Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF)	
Q8WYA0	IFT81_HUMAN	Intraflagellar transport protein 81 homolog (Carnitine deficiency-associated protein expressed in ventricle 1) (CDV-1)	
Q92628	K0232_HUMAN	Uncharacterized protein KIAA0232	
Q9BV36	MELPH_HUMAN	Melanophilin (Exophilin-3) (Slp homolog lacking C2 domains a) (SlaC2-a) (Synaptotagmin-like protein 2a)	DOMAIN 4..124;  /note="RabBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00234"
Q96JB3	HIC2_HUMAN	Hypermethylated in cancer 2 protein (Hic-2) (HIC1-related gene on chromosome 22 protein) (Hic-3) (Zinc finger and BTB domain-containing protein 30)	DOMAIN 46..109;  /note="BTB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"
Q5VVH5	IKBP1_HUMAN	Interleukin-1 receptor-associated kinase 1-binding protein 1 (IRAK1-binding protein 1)	
Q9Y3D8	KAD6_HUMAN	Adenylate kinase isoenzyme 6 (AK6) (EC 2.7.4.3) (Adrenal gland protein AD-004) (Coilin-interacting nuclear ATPase protein) (hCINAP) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	
P09211	GSTP1_HUMAN	Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1)	DOMAIN 2..81;  /note="GST N-terminal"; DOMAIN 83..204;  /note="GST C-terminal"
A4D1E9	GTPBA_HUMAN	GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)	DOMAIN 13..148;  /note="Obg";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01231"; DOMAIN 149..344;  /note="OBG-type G";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01047"
Q8NDC0	MISSL_HUMAN	MAPK-interacting and spindle-stabilizing protein-like (Mitogen-activated protein kinase 1-interacting protein 1-like)	
Q8NB16	MLKL_HUMAN	Mixed lineage kinase domain-like protein (hMLKL)	DOMAIN 194..469;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q02846	GUC2D_HUMAN	Retinal guanylyl cyclase 1 (RETGC-1) (EC 4.6.1.2) (CG-E) (Guanylate cyclase 2D, retinal) (Rod outer segment membrane guanylate cyclase) (ROS-GC)	DOMAIN 525..808;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 880..1010;  /note="Guanylate cyclase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00099"
A0A0A0MRZ9	LV552_HUMAN	Immunoglobulin lambda variable 5-52	DOMAIN 21..>124;  /note="Ig-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00114"
Q96PU9	ODF3A_HUMAN	Outer dense fiber protein 3 (Outer dense fiber of sperm tails protein 3) (Sperm tail protein SHIPPO 1) (Transcript induced in spermiogenesis protein 50)	
Q9Y5U9	IR3IP_HUMAN	Immediate early response 3-interacting protein 1	
P01705	LV223_HUMAN	Immunoglobulin lambda variable 2-23 (Ig lambda chain V-II region NEI)	DOMAIN 20..>113;  /note="Ig-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00114"
Q9Y573	IPP_HUMAN	Actin-binding protein IPP (Intracisternal A particle-promoted polypeptide) (IPP) (Kelch-like protein 27)	DOMAIN 37..104;  /note="BTB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"
Q6UWN0	LYPD4_HUMAN	Ly6/PLAUR domain-containing protein 4	DOMAIN 142..223;  /note="UPAR/Ly6"
Q6UWN5	LYPD5_HUMAN	Ly6/PLAUR domain-containing protein 5	DOMAIN 135..214;  /note="UPAR/Ly6"
Q9Y616	IRAK3_HUMAN	Interleukin-1 receptor-associated kinase 3 (IRAK-3) (EC 2.7.11.1) (IL-1 receptor-associated kinase M) (IRAK-M)	DOMAIN 41..106;  /note="Death";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00064"; DOMAIN 165..452;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q9NVD7	PARVA_HUMAN	Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)	DOMAIN 95..202;  /note="Calponin-homology (CH) 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00044"; DOMAIN 262..369;  /note="Calponin-homology (CH) 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00044"
Q9GZP0	PDGFD_HUMAN	Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]	DOMAIN 52..170;  /note="CUB";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"
Q9H720	PG2IP_HUMAN	PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog)	
Q7RTR2	NLRC3_HUMAN	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	DOMAIN 139..460;  /note="NACHT";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00136"
Q15121	PEA15_HUMAN	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	DOMAIN 3..81;  /note="DED";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00065"
Q0GE19	NTCP7_HUMAN	Sodium/bile acid cotransporter 7 (Na(+)/bile acid cotransporter 7) (Solute carrier family 10 member 7)	
O15375	MOT6_HUMAN	Monocarboxylate transporter 6 (MCT 6) (Monocarboxylate transporter 5) (MCT 5) (Solute carrier family 16 member 5)	
O95255	MRP6_HUMAN	Multidrug resistance-associated protein 6 (ATP-binding cassette sub-family C member 6) (Anthracycline resistance-associated protein) (Multi-specific organic anion transporter E) (MOAT-E)	DOMAIN 311..593;  /note="ABC transmembrane type-1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; DOMAIN 629..853;  /note="ABC transporter 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"; DOMAIN 947..1228;  /note="ABC transmembrane type-1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; DOMAIN 1265..1499;  /note="ABC transporter 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"
Q9NRJ1	MOST1_HUMAN	Protein MOST-1	
Q9NQ66	PLCB1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	DOMAIN 316..467;  /note="PI-PLC X-box";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00270"; DOMAIN 540..656;  /note="PI-PLC Y-box";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00271"; DOMAIN 663..761;  /note="C2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"
Q9NSI8	SAMN1_HUMAN	SAM domain-containing protein SAMSN-1 (Hematopoietic adaptor containing SH3 and SAM domains 1) (Nash1) (SAM domain, SH3 domain and nuclear localization signals protein 1) (SH3-SAM adaptor protein)	DOMAIN 163..224;  /note="SH3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00192"; DOMAIN 241..305;  /note="SAM";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00184"
Q9P270	SLAI2_HUMAN	SLAIN motif-containing protein 2	
Q9P0V8	SLAF8_HUMAN	SLAM family member 8 (B-lymphocyte activator macrophage expressed) (BCM-like membrane protein) (CD antigen CD353)	DOMAIN 128..215;  /note="Ig-like C2-type"
Q16563	SYPL1_HUMAN	Synaptophysin-like protein 1 (Pantophysin)	DOMAIN 28..237;  /note="MARVEL";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00581"
Q12888	TP53B_HUMAN	TP53-binding protein 1 (53BP1) (p53-binding protein 1) (p53BP1)	DOMAIN 1724..1848;  /note="BRCT 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00033"; DOMAIN 1864..1964;  /note="BRCT 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00033"
Q9Y6J9	TAF6L_HUMAN	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (TAF6L) (PCAF-associated factor 65-alpha) (PAF65-alpha)	
Q9NXL6	SIDT1_HUMAN	SID1 transmembrane family member 1	
Q15437	SC23B_HUMAN	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	
Q8IY34	S15A3_HUMAN	Solute carrier family 15 member 3 (Osteoclast transporter) (Peptide transporter 3) (Peptide/histidine transporter 2)	
Q9NSA0	S22AB_HUMAN	Solute carrier family 22 member 11 (Organic anion transporter 4)	
A0AV02	S12A8_HUMAN	Solute carrier family 12 member 8 (Cation-chloride cotransporter 9)	
Q8TEV9	SMCR8_HUMAN	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein)	DOMAIN 48..220;  /note="uDENN FLCN/SMCR8-type";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01178, ECO:0000305|PubMed:23248642"; DOMAIN 318..835;  /note="cDENN FLCN/SMCR8-type";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01178, ECO:0000305|PubMed:23248642"; DOMAIN 844..910;  /note="dDENN FLCN/SMCR8-type";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01178, ECO:0000305|PubMed:23248642"
Q9NY15	STAB1_HUMAN	Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1) (MS-1 antigen)	DOMAIN 110..148;  /note="EGF-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 156..193;  /note="EGF-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 195..229;  /note="EGF-like 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 232..271;  /note="EGF-like 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 356..494;  /note="FAS1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"; DOMAIN 506..641;  /note="FAS1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"; DOMAIN 728..768;  /note="EGF-like 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 818..858;  /note="EGF-like 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 861..903;  /note="EGF-like 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 904..946;  /note="EGF-like 8";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 947..986;  /note="EGF-like 9";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 988..1118;  /note="FAS1 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"; DOMAIN 1128..1253;  /note="FAS1 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"; DOMAIN 1327..1392;  /note="Laminin EGF-like 1";  /evidence="ECO:0000305"; DOMAIN 1416..1454;  /note="EGF-like 10";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 1455..1496;  /note="EGF-like 11";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 1497..1539;  /note="EGF-like 12";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 1540..1582;  /note="EGF-like 13";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 1582..1708;  /note="FAS1 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"; DOMAIN 1724..1864;  /note="FAS1 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"; DOMAIN 1966..2031;  /note="Laminin EGF-like 2";  /evidence="ECO:0000305"; DOMAIN 2056..2090;  /note="EGF-like 14";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 2091..2131;  /note="EGF-like 15";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 2132..2174;  /note="EGF-like 16";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076, ECO:0000305"; DOMAIN 2206..2301;  /note="Link";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00323, ECO:0000305"; DOMAIN 2322..2459;  /note="FAS1 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082, ECO:0000305"
A6NFE2	SMCO2_HUMAN	Single-pass membrane and coiled-coil domain-containing protein 2	
P48775	T23O_HUMAN	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	
P29084	T2EB_HUMAN	Transcription initiation factor IIE subunit beta (TFIIE-beta) (General transcription factor IIE subunit 2)	
Q96I99	SUCB2_HUMAN	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	DOMAIN 46..274;  /note="ATP-grasp";  /evidence="ECO:0000255|HAMAP-Rule:MF_03221"
Q6ZNK6	TIFAB_HUMAN	TRAF-interacting protein with FHA domain-containing protein B (TIFA-like protein)	DOMAIN 36..91;  /note="FHA";  /evidence="ECO:0000255"
Q9NYW3	TA2R7_HUMAN	Taste receptor type 2 member 7 (T2R7) (Taste receptor family B member 4) (TRB4)	
Q9NUY8	TBC23_HUMAN	TBC1 domain family member 23 (HCV non-structural protein 4A-transactivated protein 1)	DOMAIN 44..225;  /note="Rab-GAP TBC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00163"; DOMAIN 334..446;  /note="Rhodanese";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00173"
Q9UBN4	TRPC4_HUMAN	Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)	
Q9UJT1	TBD_HUMAN	Tubulin delta chain (Delta-tubulin)	
A7MCY6	TBKB1_HUMAN	TANK-binding kinase 1-binding protein 1 (TBK1-binding protein 1)	
O60907	TBL1X_HUMAN	F-box-like/WD repeat-containing protein TBL1X (SMAP55) (Transducin beta-like protein 1X) (Transducin-beta-like protein 1, X-linked)	DOMAIN 55..87;  /note="LisH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00126"; DOMAIN 92..137;  /note="F-box-like"
Q3YBR2	TBRG1_HUMAN	Transforming growth factor beta regulator 1 (Nuclear interactor of ARF and Mdm2)	DOMAIN 182..241;  /note="FYR N-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00875"; DOMAIN 242..321;  /note="FYR C-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00876"
A6NFA1	TIKI2_HUMAN	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)	
Q86V40	TIKI1_HUMAN	Metalloprotease TIKI1 (EC 3.4.-.-) (TRAB domain-containing protein 2A)	
